"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","TOTAL_VISITS","TOTAL_VISITORS","PURCHASE_SCORE","PREDICTED_ACCOUNT_VALUE","SCORE_TIER"
"nova-solutions.com","Nova Solutions","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.160,134,"COLD"
"cyber-cloud.com","Cyber Cloud","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",5,1,0.060,61,"COLD"
"peak-corp.com","Peak Corp","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",29,16,0.458,222,"WARM"
"acme-works.com","Acme Works","Real Estate","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",1,1,0.052,212,"COLD"
"nexus-data.com","Nexus Data","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",48,20,0.546,241,"HOT"
"global-io.com","Global Io","Real Estate","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,61,"COLD"
"iron-media.com","Iron Media","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",17,5,0.184,197,"COLD"
"apex-cloud.com","Apex Cloud","Legal Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.052,139,"COLD"
"swift-data.com","Swift Data","Automotive","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged",33,10,0.366,285,"WARM"
"nova-cloud.com","Nova Cloud","Construction","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL",36,9,0.522,140,"HOT"
"rapid-io.com","Rapid Io","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL",203,15,0.750,526,"HOT"
"clear-group.com","Clear Group","Legal Services","Micro ($0-$1MM)","Micro (1-9)","Aware",20,4,0.190,208,"COLD"
"cyber-net.com","Cyber Net","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",70,6,0.540,234,"WARM"
"core-data.com","Core Data","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",75,6,0.450,304,"WARM"
"peak-group.com","Peak Group","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",2,1,0.054,130,"COLD"
"apex-data.com","Apex Data","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.160,173,"COLD"
"nexus-labs.com","Nexus Labs","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",19,6,0.188,188,"COLD"
"swift-net.com","Swift Net","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Aware",9,5,0.268,242,"COLD"
"apex-net.com","Apex Net","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware",4,1,0.058,107,"COLD"
"rapid-corp.com","Rapid Corp","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",4,1,0.058,225,"COLD"
"nova-hub.com","Nova Hub","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,194,"COLD"
"acme-labs.com","Acme Labs","Health, Wellness and Fitness","Small ($1MM-$10MM)","Small (10-49)","Engaged",108,9,0.516,308,"HOT"
"stellar-inc.com","Stellar Inc","Education Management","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",40,11,0.380,220,"WARM"
"core-corp.com","Core Corp","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",11,5,0.322,258,"WARM"
"stellar-works.com","Stellar Works","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",129,24,0.708,329,"HOT"
"acme-systems.com","Acme Systems","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",98,18,0.496,382,"WARM"
"acme-data.com","Acme Data","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",5,1,0.060,239,"COLD"
"green-group.com","Green Group","Health, Wellness and Fitness","Small ($1MM-$10MM)","Small (10-49)","Opportunity",321,34,0.750,884,"HOT"
"acme-io.com","Acme Io","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Opportunity",380,30,0.750,969,"HOT"
"iron-net.com","Iron Net","Consumer Goods","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware",4,1,0.058,664,"COLD"
"blue-tech.com","Blue Tech","Real Estate","Micro ($0-$1MM)","Micro (1-9)","Engaged",95,17,0.490,310,"WARM"
"bright-digital.com","Bright Digital","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",3,1,0.056,130,"COLD"
"swift-hub.com","Swift Hub","Manufacturing","XXLarge ($1B+)","XXLarge (10,000+)","Aware",14,4,0.178,723,"COLD"
"blue-media.com","Blue Media","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",5,1,0.160,63,"COLD"
"vertex-net.com","Vertex Net","Manufacturing","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",5,1,0.060,138,"COLD"
"cyber-labs.com","Cyber Labs","E-Learning","Small ($1MM-$10MM)","Small (10-49)","Unaware",2,1,0.054,103,"COLD"
"vertex-corp.com","Vertex Corp","Consumer Goods","Micro ($0-$1MM)","Small (10-49)","Unaware",1,1,0.052,134,"COLD"
"nova-net.com","Nova Net","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",4,2,0.158,163,"COLD"
"atlas-inc.com","Atlas Inc","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware",20,2,0.190,168,"COLD"
"prime-labs.com","Prime Labs","Management Consulting","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged",49,15,0.398,164,"WARM"
"blue-media.com","Blue Media","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity",469,18,0.850,991,"HOT"
"apex-labs.com","Apex Labs","Entertainment","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",7,1,0.164,68,"COLD"
"vertex-solutions.com","Vertex Solutions","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged",25,12,0.350,125,"WARM"
"prime-hub.com","Prime Hub","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",3,1,0.156,217,"COLD"
"iron-io.com","Iron Io","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,116,"COLD"
"prime-digital.com","Prime Digital","Telecommunications","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",3,1,0.056,222,"COLD"
"iron-digital.com","Iron Digital","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",4,1,0.158,134,"COLD"
"apex-hub.com","Apex Hub","Marketing and Advertising","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",5,1,0.060,96,"COLD"
"bright-media.com","Bright Media","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",4,1,0.058,210,"COLD"
"apex-net.com","Apex Net","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",15,3,0.180,129,"COLD"
"nexus-net.com","Nexus Net","Construction","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",62,12,0.424,327,"WARM"
"bright-digital.com","Bright Digital","Retail","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",2,1,0.154,128,"COLD"
"peak-data.com","Peak Data","Telecommunications","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",16,1,0.182,166,"COLD"
"core-works.com","Core Works","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",13,4,0.176,129,"COLD"
"acme-net.com","Acme Net","Insurance","Micro ($0-$1MM)","Micro (1-9)","Engaged",63,5,0.426,289,"WARM"
"rapid-hub.com","Rapid Hub","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",119,9,0.688,478,"HOT"
"nexus-media.com","Nexus Media","Retail","Small ($1MM-$10MM)","Small (10-49)","Engaged",23,3,0.446,210,"WARM"
"iron-systems.com","Iron Systems","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",42,15,0.384,256,"WARM"
"peak-labs.com","Peak Labs","Financial Services","Micro ($0-$1MM)","Small (10-49)","Aware",9,6,0.168,244,"COLD"
"nova-tech.com","Nova Tech","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Aware",13,3,0.176,224,"COLD"
"apex-net.com","Apex Net","Telecommunications","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",2,1,0.054,103,"COLD"
"apex-labs.com","Apex Labs","Real Estate","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","MQL",195,28,0.750,944,"HOT"
"prime-corp.com","Prime Corp","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","MQL",118,28,0.686,346,"HOT"
"iron-digital.com","Iron Digital","Insurance","Micro ($0-$1MM)","Micro (1-9)","Engaged",84,4,0.468,294,"WARM"
"rapid-systems.com","Rapid Systems","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Aware",17,5,0.184,125,"COLD"
"cyber-data.com","Cyber Data","Education Management","XXLarge ($1B+)","XXLarge (10,000+)","Aware",12,3,0.174,666,"COLD"
"bright-hub.com","Bright Hub","Construction","Micro ($0-$1MM)","Small (10-49)","Aware",20,1,0.190,220,"COLD"
"iron-media.com","Iron Media","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",10,5,0.270,183,"COLD"
"swift-corp.com","Swift Corp","Retail","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",4,1,0.158,130,"COLD"
"clear-works.com","Clear Works","Insurance","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL",133,20,0.716,492,"HOT"
"swift-tech.com","Swift Tech","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","MQL",88,20,0.626,316,"HOT"
"swift-corp.com","Swift Corp","Education Management","Micro ($0-$1MM)","Small (10-49)","Unaware",5,1,0.060,132,"COLD"
"nexus-group.com","Nexus Group","Retail","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",5,1,0.160,621,"COLD"
"acme-digital.com","Acme Digital","Management Consulting","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",21,4,0.192,258,"COLD"
"iron-inc.com","Iron Inc","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",2,1,0.054,108,"COLD"
"global-media.com","Global Media","Management Consulting","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,77,"COLD"
"peak-data.com","Peak Data","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware",20,2,0.290,174,"COLD"
"bright-cloud.com","Bright Cloud","Education Management","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",3,1,0.056,121,"COLD"
"core-hub.com","Core Hub","Health, Wellness and Fitness","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged",63,15,0.426,177,"WARM"
"iron-hub.com","Iron Hub","Health, Wellness and Fitness","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",22,3,0.194,177,"COLD"
"global-group.com","Global Group","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",19,1,0.288,199,"COLD"
"acme-data.com","Acme Data","Telecommunications","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,239,"COLD"
"rapid-hub.com","Rapid Hub","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.156,246,"COLD"
"nexus-media.com","Nexus Media","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged",31,7,0.362,226,"WARM"
"core-cloud.com","Core Cloud","Real Estate","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",5,1,0.060,90,"COLD"
"smart-digital.com","Smart Digital","Real Estate","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",12,5,0.174,155,"COLD"
"iron-digital.com","Iron Digital","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",74,7,0.448,274,"WARM"
"nova-tech.com","Nova Tech","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware",3,3,0.256,204,"COLD"
"iron-tech.com","Iron Tech","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","MQL",171,14,0.750,487,"HOT"
"smart-net.com","Smart Net","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Engaged",45,11,0.390,150,"WARM"
"smart-group.com","Smart Group","Telecommunications","Large ($100MM-$200MM)","Medium-Large (500-999)","Aware",14,4,0.178,99,"COLD"
"apex-hub.com","Apex Hub","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","MQL",97,16,0.644,280,"HOT"
"nexus-tech.com","Nexus Tech","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Engaged",55,14,0.410,343,"WARM"
"rapid-io.com","Rapid Io","Education Management","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,128,"COLD"
"core-corp.com","Core Corp","Consumer Goods","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",7,4,0.164,250,"COLD"
"atlas-systems.com","Atlas Systems","E-Learning","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",5,1,0.060,631,"COLD"
"rapid-works.com","Rapid Works","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL",137,29,0.724,416,"HOT"
"apex-net.com","Apex Net","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Aware",11,1,0.272,121,"COLD"
"apex-group.com","Apex Group","Legal Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware",19,3,0.188,137,"COLD"
"core-net.com","Core Net","Telecommunications","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware",1,1,0.052,88,"COLD"
"blue-group.com","Blue Group","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged",83,13,0.466,275,"WARM"
"apex-hub.com","Apex Hub","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware",2,1,0.054,90,"COLD"
"cyber-systems.com","Cyber Systems","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",15,5,0.280,200,"COLD"
"cyber-labs.com","Cyber Labs","Telecommunications","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,107,"COLD"
"acme-hub.com","Acme Hub","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","MQL",53,27,0.556,252,"HOT"
"core-media.com","Core Media","Retail","Micro ($0-$1MM)","Small (10-49)","MQL",111,24,0.772,384,"HOT"
"global-inc.com","Global Inc","Insurance","Micro ($0-$1MM)","Small (10-49)","Unaware",1,1,0.052,145,"COLD"
"bright-works.com","Bright Works","Financial Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",1,1,0.052,118,"COLD"
"smart-tech.com","Smart Tech","Health, Wellness and Fitness","Small ($1MM-$10MM)","Small (10-49)","Aware",4,5,0.158,165,"COLD"
"swift-cloud.com","Swift Cloud","Construction","Micro ($0-$1MM)","Micro (1-9)","Aware",14,3,0.178,274,"COLD"
"apex-tech.com","Apex Tech","Financial Services","Micro ($0-$1MM)","Small (10-49)","Engaged",35,10,0.370,195,"WARM"
"clear-hub.com","Clear Hub","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",2,1,0.054,112,"COLD"
"cyber-group.com","Cyber Group","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Opportunity",74,33,0.698,209,"HOT"
"peak-works.com","Peak Works","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",15,3,0.180,156,"COLD"
"acme-works.com","Acme Works","Automotive","Micro ($0-$1MM)","Micro (1-9)","Unaware",3,1,0.056,216,"COLD"
"nova-cloud.com","Nova Cloud","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,76,"COLD"
"nexus-media.com","Nexus Media","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Engaged",69,11,0.438,302,"WARM"
"bright-media.com","Bright Media","Education Management","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware",8,1,0.166,218,"COLD"
"nova-corp.com","Nova Corp","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Engaged",11,10,0.422,166,"WARM"
"acme-net.com","Acme Net","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL",93,23,0.636,349,"HOT"
"vertex-cloud.com","Vertex Cloud","Manufacturing","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware",9,2,0.168,113,"COLD"
"rapid-tech.com","Rapid Tech","Food & Beverages","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.058,155,"COLD"
"clear-works.com","Clear Works","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Engaged",59,18,0.418,344,"WARM"
"rapid-systems.com","Rapid Systems","Legal Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware",4,4,0.158,99,"COLD"
"bright-tech.com","Bright Tech","Automotive","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",1,1,0.052,677,"COLD"
"clear-digital.com","Clear Digital","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",5,1,0.060,62,"COLD"
"core-io.com","Core Io","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",40,7,0.480,251,"WARM"
"acme-io.com","Acme Io","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged",65,9,0.530,339,"WARM"
"blue-tech.com","Blue Tech","Real Estate","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,128,"COLD"
"peak-cloud.com","Peak Cloud","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.160,81,"COLD"
"global-media.com","Global Media","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,81,"COLD"
"swift-solutions.com","Swift Solutions","Financial Services","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware",4,1,0.058,151,"COLD"
"vertex-works.com","Vertex Works","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware",14,1,0.178,160,"COLD"
"swift-tech.com","Swift Tech","Education Management","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Opportunity",349,17,0.750,838,"HOT"
"stellar-digital.com","Stellar Digital","Financial Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware",5,1,0.060,117,"COLD"
"acme-hub.com","Acme Hub","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware",2,1,0.054,150,"COLD"
"global-data.com","Global Data","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",5,1,0.160,218,"COLD"
"bright-inc.com","Bright Inc","Retail","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged",54,13,0.508,806,"WARM"
"stellar-data.com","Stellar Data","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",10,3,0.170,231,"COLD"
"prime-io.com","Prime Io","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware",4,1,0.158,110,"COLD"
"iron-data.com","Iron Data","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",7,4,0.264,139,"COLD"
"smart-inc.com","Smart Inc","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged",66,11,0.532,272,"WARM"
"core-systems.com","Core Systems","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Opportunity",397,49,0.850,905,"HOT"
"iron-solutions.com","Iron Solutions","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Opportunity",113,39,0.776,474,"HOT"
"stellar-works.com","Stellar Works","Real Estate","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware",16,2,0.182,603,"COLD"
"rapid-media.com","Rapid Media","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Engaged",36,6,0.472,136,"WARM"
"core-cloud.com","Core Cloud","Education Management","XXLarge ($1B+)","XXLarge (10,000+)","Unaware",5,1,0.060,590,"COLD"
"apex-solutions.com","Apex Solutions","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",5,1,0.060,224,"COLD"
"bright-group.com","Bright Group","Software / Information Technology","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware",4,1,0.158,247,"COLD"
"nova-labs.com","Nova Labs","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged",12,3,0.424,131,"WARM"
"clear-labs.com","Clear Labs","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged",39,11,0.378,311,"WARM"
"nova-data.com","Nova Data","Education Management","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware",3,1,0.056,179,"COLD"
"bright-cloud.com","Bright Cloud","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Aware",17,4,0.184,149,"COLD"
"nova-tech.com","Nova Tech","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware",14,5,0.178,226,"COLD"
"peak-group.com","Peak Group","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware",4,1,0.058,134,"COLD"
